genre,label,loudness,energy,tempo,danceability,release_date
Pop,Sony Music,-3.17,0.27,180.9,0.84,2020-09-20
Pop,Island Records,-52.66,0.81,162.43,0.41,2017-06-14
Pop,XL Recordings,-11.73,0.36,186.81,0.47,2022-09-29
Pop,Sony Music,-52.42,0.47,174.4,0.44,2016-04-02
Pop,EMI,-31.95,0.13,63.61,0.84,2015-12-17
Pop,Columbia,-42.02,0.93,174.53,0.85,2023-05-13
Pop,XL Recordings,-48.37,0.8,133.29,0.57,2015-07-03
Pop,Universal Music,-13.43,0.23,166.09,0.7,2024-03-31
Pop,XL Recordings,-37.09,0.8,102.48,0.71,2020-01-20
Pop,EMI,-26.88,0.38,164.59,0.93,2017-07-25
Pop,Universal Music,-25.21,0.24,81.95,0.48,2024-10-15
Pop,Warner Music,-14.15,0.88,81.08,0.19,2016-05-24
Pop,Sony Music,-9.02,0.32,83.68,0.54,2021-03-01
Pop,Island Records,-50.23,0.49,129,0.58,2022-01-21
Pop,Island Records,-51.2,0.97,158.19,0.52,2016-02-11
Pop,Columbia,-46.81,0.3,148.76,0.86,2022-03-27
Pop,EMI,-38.63,0.55,64.26,0.88,2022-06-18
Pop,EMI,-31.09,0.75,104.49,0.74,2022-04-25
Pop,Sony Music,-7.77,0.84,187.83,0.87,2016-06-22
Pop,Universal Music,-35.33,0.64,80.02,0.92,2020-09-12
Pop,Sony Music,-48.85,0.18,153.09,0.87,2015-11-08
Pop,Island Records,-15.99,0.24,130.54,0.15,2015-08-03
Pop,Universal Music,-35.2,0.17,180.53,0.24,2017-02-11
Pop,XL Recordings,-29.52,0.49,137.63,0.22,2023-12-18
Pop,XL Recordings,-11.41,0.16,102.57,0.41,2024-01-01
Pop,Columbia,-43.2,0.77,90.55,0.97,2016-10-14
Pop,Universal Music,-33.16,0.46,192.7,0.67,2015-02-05
Pop,Island Records,-8.71,0.66,177.71,0.23,2019-01-30
Pop,Warner Music,-22.55,0.74,95.18,0.65,2016-12-03
Pop,XL Recordings,-54.26,0.16,68.67,0.69,2016-11-25
Pop,Sony Music,-53.9,0.31,82.02,0.58,2015-11-06
Pop,Warner Music,-49.73,0.71,97.57,0.42,2024-04-09
Pop,Columbia,-51.04,0.27,167.6,0.12,2022-02-14
Pop,EMI,-30.91,0.63,82.56,0.21,2021-07-28
Pop,XL Recordings,-43.42,0.77,183.47,0.63,2022-12-13
Pop,XL Recordings,-41.39,0.52,177.77,0.4,2025-06-19
Pop,Universal Music,-11.22,0.22,134.65,0.47,2018-03-28
Pop,Warner Music,-48.57,0.2,135.17,0.41,2018-09-12
Pop,Warner Music,-17.67,0.74,188.93,0.76,2025-04-28
Pop,XL Recordings,-35.36,0.98,119.4,0.94,2022-04-08
Pop,EMI,-52.78,0.15,94.68,0.3,2017-08-01
Pop,Island Records,-51.89,0.8,187.76,0.36,2015-08-12
Pop,Sony Music,-43.52,0.39,177.55,0.73,2018-08-08
Pop,EMI,-29.08,0.6,67.98,0.34,2022-11-15
Pop,Warner Music,-25.44,0.1,139.65,0.36,2018-06-24
Pop,Warner Music,-37.88,0.99,82.34,0.65,2022-02-07
Pop,Warner Music,-29.92,0.63,139.73,0.47,2025-11-16
Pop,Warner Music,-47.78,0.78,77.55,0.41,2021-02-20
Pop,Island Records,-37.17,0.71,164.38,0.92,2017-02-20
Pop,Warner Music,-8.66,0.05,195.75,0.34,2024-11-04
Pop,XL Recordings,-18.03,0.83,197.11,0.78,2019-10-22
Pop,Sony Music,-15.35,0.84,171.78,0.17,2023-08-04
Pop,Columbia,-12.48,0.36,73.98,0.1,2021-09-22
Pop,EMI,-37.7,0.37,140.33,0.15,2021-10-01
Pop,Columbia,-34.34,0.06,137.75,0.8,2022-06-01
Pop,Island Records,-43.86,0.15,186.35,0.65,2020-05-08
Pop,EMI,-2.14,0.53,181.27,0.95,2017-05-04
Pop,XL Recordings,-43.35,0.25,173.84,0.28,2017-06-24
Pop,Sony Music,-27.97,0.1,85.4,0.27,2022-03-21
Pop,Island Records,-19.53,0.12,72.13,0.53,2024-07-08
Pop,Island Records,-35.21,0.51,123.95,0.97,2019-03-15
Pop,XL Recordings,-23.47,0.58,122.64,0.72,2023-06-30
Pop,Warner Music,-22.91,0.87,62.47,0.26,2022-11-24
Pop,Columbia,-13.27,0.89,90.41,0.51,2019-10-24
Pop,Universal Music,-40.86,0.22,101.54,0.5,2024-12-18
Pop,EMI,-36.64,0.33,69.77,0.95,2025-11-02
Pop,XL Recordings,-2.89,0.76,71.55,0.44,2018-11-26
Pop,Universal Music,-21.58,0.26,181.41,0.61,2017-10-05
Pop,Columbia,-53.33,0.44,82.14,0.29,2018-08-17
Pop,Universal Music,-7.52,0.06,154.14,0.79,2018-02-11
Pop,Universal Music,-1.9,0.84,66.61,0.37,2018-06-09
Pop,Sony Music,-39.07,0.5,146.51,0.43,2024-04-25
Pop,Universal Music,-1.3,0.07,64.99,0.71,2021-08-01
Pop,Universal Music,-21.08,0.52,168.67,0.25,2021-02-10
Pop,Warner Music,-30.32,0.79,81.57,0.75,2021-04-18
Pop,Warner Music,-8.05,0.54,118.2,0.52,2022-09-27
Pop,Universal Music,-17.79,0.25,139.72,0.24,2022-09-25
Pop,Warner Music,-50.81,0.13,90.72,0.12,2023-08-01
Pop,Island Records,-45.75,0.2,119.57,0.33,2024-03-09
Pop,EMI,-52.66,0.94,155.01,0.4,2023-03-01
Pop,Universal Music,-47.85,0.57,70.29,0.12,2023-02-01
Pop,Columbia,-5.66,0.21,148.42,0.16,2021-08-27
Pop,Island Records,-40.53,0.28,132.56,0.5,2019-06-11
Pop,Island Records,-27.18,0.36,188.96,0.77,2018-03-05
Pop,Columbia,-39.58,0.25,60.74,0.08,2017-04-05
Pop,EMI,-54.88,0.53,104.28,0.87,2023-03-20
Pop,Warner Music,-1.82,0.81,115.55,0.28,2024-06-24
Pop,Sony Music,-13.22,0.19,152.51,0.08,2015-12-11
Pop,Columbia,-10.56,0.37,198.01,0.23,2023-03-27
Pop,EMI,-39.7,0.4,100.7,0.07,2016-06-28
Pop,Warner Music,-45.34,0.72,112.26,0.19,2017-06-30
Pop,XL Recordings,-40.33,0.44,132.74,0.77,2023-11-20
Pop,Universal Music,-39.52,0.74,104.08,0.46,2019-04-04
Pop,Sony Music,-22.86,0.4,156.54,0.29,2023-06-11
Pop,EMI,-14.2,0.98,90.23,0.35,2021-02-17
Pop,XL Recordings,-49.54,0.75,76.36,0.66,2017-03-31
Pop,EMI,-2.7,0.85,102.91,0.41,2015-04-12
Pop,Sony Music,-37.64,0.53,161.18,0.06,2015-01-26
Pop,Island Records,-8.9,0.79,113.16,0.26,2020-09-17
Pop,XL Recordings,-16.39,0.53,78.81,0.24,2016-08-14
Pop,Island Records,-19.52,0.28,144.25,0.81,2021-03-27
Pop,XL Recordings,-40.26,0.35,134.89,0.12,2019-09-17
Pop,EMI,-6.32,0.66,93.06,0.63,2025-04-06
Pop,EMI,-46.12,0.77,163.41,0.44,2024-05-29
Pop,EMI,-44.91,0.6,199.7,0.47,2022-12-18
Pop,Island Records,-8.16,0.84,124.91,0.64,2025-12-07
Pop,EMI,-38.32,0.33,164.52,0.53,2020-10-10
Pop,EMI,-19.74,0.85,179.27,0.77,2022-06-09
Pop,Columbia,-3.42,0.96,144.68,0.53,2016-12-11
Pop,Columbia,-28.38,0.76,106.96,0.72,2022-09-10
Pop,Sony Music,-9.33,0.62,120.73,0.81,2018-06-20
Pop,EMI,-35.74,0.91,89.5,0.98,2024-06-12
Pop,Universal Music,-27.23,0.88,158.59,0.69,2023-10-26
Pop,Warner Music,-45.56,0.94,189.75,0.42,2024-04-18
Pop,Columbia,-50.58,0.44,155.88,0.38,2023-06-19
Pop,XL Recordings,-43.81,0.68,191.95,0.89,2018-01-22
Pop,Universal Music,-37.18,0.95,124.43,0.95,2024-04-04
Pop,Warner Music,-28.47,0.27,190.17,0.34,2023-02-07
Pop,Universal Music,-31.99,0.83,79.13,0.5,2023-10-29
Pop,Warner Music,-17.92,0.09,130.09,0.85,2022-05-21
Pop,Warner Music,-42.57,0.26,166.99,0.05,2018-10-04
Pop,EMI,-27.69,0.98,184.3,0.94,2020-08-22
Pop,Sony Music,-27.36,0.69,105.1,0.84,2017-05-16
Pop,Universal Music,-23.81,0.52,145.23,0.31,2017-02-02
Pop,EMI,-33.28,0.36,86.66,0.17,2023-09-21
Pop,Columbia,-17.15,0.95,116.09,0.45,2020-01-31
Pop,Sony Music,-18.8,0.53,122.77,0.26,2017-04-02
Pop,Universal Music,-37.74,0.81,73.87,0.65,2019-06-13
Pop,Columbia,-47.5,0.6,129.61,0.3,2021-01-28
Pop,XL Recordings,-8.02,0.13,135.42,0.98,2023-06-12
Pop,Warner Music,-13.57,0.84,69.27,0.1,2018-04-12
Pop,XL Recordings,-31.18,0.05,150.09,0.54,2020-02-28
Pop,Universal Music,-44.25,0.23,86.2,0.31,2016-03-24
Pop,Island Records,-1.59,0.83,64.13,0.18,2019-04-19
Pop,Warner Music,-43.53,0.44,192.28,0.16,2016-01-14
Pop,Warner Music,-20.79,0.55,185.55,0.22,2016-07-09
Pop,Columbia,-2.17,0.72,71.86,0.11,2020-12-06
Pop,Columbia,-29.54,0.41,86.42,0.15,2018-08-27
Pop,XL Recordings,-49.57,0.41,135.76,0.66,2016-02-21
Pop,Columbia,-23.85,0.42,135.81,0.76,2019-05-06
Pop,Universal Music,-34.05,0.19,135.93,0.68,2017-09-02
Pop,Island Records,-18.71,0.12,109.86,0.48,2023-06-03
Pop,XL Recordings,-21.74,0.62,168.63,0.87,2022-12-11
Pop,XL Recordings,-1.45,0.75,107,0.51,2015-04-30
Pop,EMI,-34.56,0.13,71.05,0.78,2020-11-27
Pop,Universal Music,-44.11,0.88,124.03,0.37,2019-06-05
Pop,EMI,-36.46,0.28,114.18,0.94,2019-06-21
Pop,Warner Music,-16.55,0.65,115.12,0.59,2022-07-01
Pop,Universal Music,-20.12,0.86,197.44,0.25,2019-08-15
Pop,Warner Music,-18.54,0.99,117.51,0.47,2015-03-18
Pop,Columbia,-32.17,0.62,104.81,0.52,2020-11-11
Pop,Universal Music,-25,0.43,70.97,0.84,2023-04-07
Pop,Warner Music,-46.34,0.96,117.17,0.2,2019-11-16
Pop,Warner Music,-46,0.35,180.82,0.41,2021-02-04
Pop,XL Recordings,-36.43,0.04,62.47,0.57,2024-09-13
Pop,Sony Music,-49.32,0.44,92.59,0.42,2024-06-18
Pop,XL Recordings,-6.03,0.66,158.95,0.44,2021-07-18
Pop,XL Recordings,-54.58,0.94,171.01,0.62,2024-05-30
Pop,Island Records,-23.68,0.96,134.6,0.38,2025-09-15
Pop,Sony Music,-33.08,0.89,81.99,0.86,2022-12-02
Pop,Island Records,-10.64,0.68,162.01,0.36,2015-01-02
Pop,XL Recordings,-49.36,0.4,140.44,0.05,2021-02-26
Pop,Island Records,-1.34,0.29,190.11,0.79,2018-11-20
Pop,XL Recordings,-13.12,0.24,163.92,0.92,2015-12-08
Pop,XL Recordings,-30.13,0.49,77.41,0.42,2023-03-05
Pop,Island Records,-12.32,0.29,142.85,0.75,2019-01-02
Pop,XL Recordings,-41.46,0.81,83.67,0.19,2022-12-12
Pop,Sony Music,-52.48,0.55,78.14,0.26,2023-03-18
Pop,Island Records,-48.16,0.42,173.62,0.11,2018-02-07
Pop,Columbia,-35.95,0.02,185.33,0.24,2015-03-03
Pop,EMI,-17.96,0.62,99.76,0.9,2024-09-24
Pop,Sony Music,-43.22,0.89,199.81,0.08,2020-03-03
Pop,EMI,-28.96,0.4,93.85,0.14,2021-05-20
Pop,Island Records,-31.48,0.59,97.67,0.7,2017-03-06
Pop,Universal Music,-47.67,0.94,184.56,0.7,2023-06-10
Pop,Columbia,-14.62,0.53,167.26,0.66,2024-03-22
Pop,Universal Music,-48.03,0.47,161.94,0.16,2024-11-05
Pop,Island Records,-30.56,0.53,94.87,0.95,2020-07-11
Pop,EMI,-8.24,0.64,169.59,0.16,2019-07-08
Pop,Columbia,-38.05,0.76,108.85,0.95,2020-02-27
Pop,Warner Music,-41.64,0.7,76.92,0.2,2020-06-16
Pop,Island Records,-29.48,0.32,183.78,0.34,2022-09-05
Pop,Universal Music,-40.15,0.23,199.2,0.59,2018-05-17
Pop,Warner Music,-23.19,0.41,199.95,0.16,2015-02-15
Pop,Columbia,-41.84,0.43,137.18,0.75,2017-04-23
Pop,EMI,-25.5,0.79,195.66,0.45,2017-07-17
Pop,Universal Music,-50.56,0.1,181.59,0.29,2019-01-27
Pop,EMI,-30.33,0.53,122.12,0.07,2025-10-05
Pop,EMI,-11.62,0.27,117,0.67,2019-05-12
Pop,Warner Music,-35.59,0.24,69.8,0.49,2021-01-12
Pop,Island Records,-43.67,0.87,85.31,0.79,2022-08-24
Pop,Columbia,-18.05,0.81,137.84,0.6,2015-05-16
Pop,Columbia,-50.08,0.9,180.38,0.53,2025-12-05
Pop,Columbia,-17.84,0.58,67.14,0.84,2017-02-22
Pop,Universal Music,-43.33,0.92,161.13,0.71,2023-01-18
Pop,Warner Music,-37.44,0.16,191.12,0.08,2017-06-28
Pop,XL Recordings,-41.18,0.26,109.51,0.7,2020-09-11
Pop,Sony Music,-15.22,0.78,148.45,0.16,2020-07-30
Pop,EMI,-3.86,0.34,64.98,0.46,2024-03-19
Pop,Universal Music,-47.7,0.75,87.96,0.88,2020-10-04
Pop,Universal Music,-34.46,0.49,153.53,0.95,2021-04-03
Pop,Island Records,-4.25,0.76,83.24,0.51,2017-11-20
Pop,Sony Music,-54.25,0.94,115.52,0.56,2025-06-20
Pop,Sony Music,-37.71,0.04,163.39,0.13,2024-12-08
Pop,Island Records,-12.26,0.66,106.98,0.73,2017-07-25
Pop,Island Records,-33.77,0.6,62.92,0.59,2025-12-27
Pop,Sony Music,-42.22,0.39,101.25,0.1,2016-06-27
Pop,Sony Music,-52.63,0.32,167.95,0.4,2024-10-21
Pop,Columbia,-6.55,0.54,70.71,0.75,2017-08-01
Pop,Warner Music,-18.3,0.62,177.55,0.36,2023-09-25
Pop,EMI,-14.9,0.15,133.8,0.36,2023-10-20
Pop,Warner Music,-30.01,0.49,107.55,0.81,2021-10-20
Pop,Universal Music,-9.84,0.36,99.68,0.81,2018-11-08
Pop,Columbia,-39.47,0.56,81.9,0.35,2019-08-26
Pop,Island Records,-43.97,0.73,183.53,0.51,2017-03-04
Pop,Columbia,-51.88,0.67,145.78,0.42,2020-10-13
Pop,Sony Music,-19.89,0.87,81.12,0.88,2020-05-24
Pop,Universal Music,-16.89,0.97,92.44,0.85,2019-04-02
Pop,Universal Music,-25.1,0.36,82.25,0.06,2024-12-03
Pop,Island Records,-54.05,0.25,188.18,0.81,2017-11-28
Pop,XL Recordings,-5.46,0.91,137.17,0.69,2024-03-22
Pop,XL Recordings,-24.21,0.08,152.76,0.51,2017-04-19
Pop,Columbia,-50.28,0.31,84.36,0.14,2020-07-11
Pop,Universal Music,-24.43,0.71,103.05,0.12,2015-12-08
Pop,Island Records,-13.45,0.46,149.97,0.84,2025-07-31
Pop,Universal Music,-19.11,0.23,92.36,0.44,2022-03-15
Pop,EMI,-21.38,0.09,76.18,0.66,2023-07-28
Pop,XL Recordings,-46.81,0.56,177.47,0.53,2019-11-28
Pop,Columbia,-19.11,0.08,68.15,0.84,2018-03-31
Pop,Universal Music,-9.26,0.56,93.51,0.63,2024-03-13
Pop,Universal Music,-7.32,0.95,124.99,0.97,2016-10-18
Pop,Universal Music,-25.34,0.28,139.57,0.56,2015-09-18
Pop,Sony Music,-8.46,0.02,88.97,0.63,2017-05-21
Pop,XL Recordings,-38.88,0.74,130.77,0.17,2020-04-07
Pop,EMI,-2.95,0.52,180.54,0.93,2025-10-23
Pop,XL Recordings,-25.96,0.89,139.65,0.17,2023-02-13
Pop,Warner Music,-7.59,0.26,153.87,0.23,2020-06-12
Pop,Columbia,-42.03,0.42,76.67,0.34,2024-08-09
Pop,Warner Music,-26.11,0.66,78.24,0.61,2016-03-17
Pop,Sony Music,-14.53,0.67,199.68,0.32,2015-09-02
Pop,XL Recordings,-48.87,0.13,126.32,0.91,2017-05-28
Pop,EMI,-35.75,0.22,134.06,0.28,2023-12-19
Pop,Island Records,-50.37,0.06,139.32,0.75,2023-06-17
Pop,Sony Music,-21.24,0.06,166.8,0.08,2021-10-17
Pop,Universal Music,-45.23,0.26,87.9,0.24,2024-03-19
Pop,Columbia,-9.14,0.84,71.08,0.76,2020-12-14
Pop,XL Recordings,-1.9,0.03,182.77,0.5,2017-11-20
Pop,Columbia,-7.86,0.78,178.32,0.09,2025-04-15
Pop,XL Recordings,-19.11,0.05,117.88,0.55,2015-10-08
Pop,Universal Music,-8.02,0.66,165.59,0.5,2024-04-08
Pop,EMI,-37.17,0.92,154.71,0.7,2018-06-01
Pop,EMI,-38.61,0.09,93.98,0.69,2017-10-21
Pop,Sony Music,-20.9,0.23,152.57,0.95,2015-01-25
Pop,XL Recordings,-22.68,0.92,137.1,0.28,2023-11-06
Pop,XL Recordings,-53.94,0.65,108.16,0.94,2017-07-27
Pop,Warner Music,-17.82,0.09,87.9,0.4,2024-04-18
Pop,Columbia,-7.76,0.53,137.68,0.13,2025-06-11
Pop,Warner Music,-47.19,0.67,116.68,0.93,2025-10-16
Pop,Universal Music,-6.57,0.54,183.12,0.8,2020-12-03
Pop,EMI,-15.49,0.29,136.08,0.27,2022-03-10
Pop,Columbia,-44.05,0.12,119.46,0.98,2019-12-10
Pop,Columbia,-40.3,0.02,179.76,0.23,2023-07-29
Pop,Columbia,-38.22,0.34,171.11,0.11,2019-07-03
Pop,Columbia,-34.59,0.54,149.86,0.38,2015-01-16
Pop,Columbia,-53.96,0.74,76.87,0.05,2018-08-30
Pop,Columbia,-24.16,0.3,122.28,0.57,2015-09-06
Pop,EMI,-41.84,0.91,186.12,0.3,2019-03-05
Pop,Island Records,-25.51,0.72,161.42,0.23,2022-06-30
Pop,Sony Music,-13.57,0.38,75.08,0.13,2015-05-19
Pop,Sony Music,-24.68,0.13,71.95,0.86,2018-09-15
Pop,EMI,-1.66,0.36,101.59,0.11,2023-12-30
Pop,XL Recordings,-20.18,0.74,178.63,0.7,2025-06-10
Pop,Island Records,-46.7,0.53,139.45,0.39,2017-11-16
Pop,EMI,-54.9,0.23,118.78,0.6,2023-01-08
Pop,Island Records,-28.1,0.57,197.48,0.89,2020-10-02
Pop,Warner Music,-20.78,0.48,122.23,0.21,2024-01-01
Pop,Columbia,-27.4,0.62,86.82,0.54,2025-11-02
Pop,Sony Music,-17.95,0.81,104.09,0.2,2019-12-13
Pop,Columbia,-45.41,0.06,142.23,0.32,2020-12-21
Pop,XL Recordings,-4.4,0.5,95.23,0.91,2018-01-24
Pop,Sony Music,-15.79,0.63,159.2,0.7,2017-03-10
Pop,Sony Music,-34.71,0.29,176.16,0.23,2019-10-11
Pop,Island Records,-36.58,0.42,98.24,0.84,2015-01-07
Pop,XL Recordings,-1.19,0.43,128.6,0.08,2018-03-20
Pop,Island Records,-29.93,0.42,62.58,0.31,2019-12-14
Pop,Island Records,-40.11,0.18,138.38,0.59,2019-02-20
Pop,Universal Music,-34.18,0.16,197.56,0.89,2018-10-07
Pop,Columbia,-22.69,0.77,125.83,0.66,2017-10-21
Pop,Columbia,-6.53,0.3,83.52,0.15,2018-02-16
Pop,Columbia,-41.92,0.79,188.53,0.52,2019-07-14
Pop,XL Recordings,-37.26,0.37,153.72,0.82,2018-04-06
Pop,Sony Music,-28.59,0.8,80.09,0.75,2015-01-06
Pop,Island Records,-39.5,0.05,199.42,0.94,2021-03-13
Pop,Sony Music,-21.76,0.79,75.09,0.76,2023-08-19
Pop,Sony Music,-5.82,0.68,105.51,0.32,2018-01-12
Pop,Universal Music,-11.38,0.55,112.04,0.16,2016-04-30
Pop,Columbia,-53.76,0.12,134.1,0.08,2021-12-23
Pop,EMI,-17.59,0.1,93.48,0.57,2022-08-02
Pop,XL Recordings,-34.38,0.49,68.29,0.14,2022-01-14
Pop,Columbia,-28.05,0.75,177.47,0.55,2018-08-24
Pop,Columbia,-4.07,0.97,199.26,0.74,2015-01-25
Pop,EMI,-25.4,0.24,180.93,0.25,2019-03-14
Pop,Warner Music,-41.24,0.47,128.99,0.57,2022-11-08
Pop,Island Records,-50.11,0.72,141.18,0.5,2017-02-22
Pop,Columbia,-8.78,0.89,129.54,0.66,2020-12-30
Pop,EMI,-16.27,0.82,141.68,0.46,2021-01-14
Pop,Universal Music,-33.6,0.57,93.58,0.39,2023-08-10
Pop,XL Recordings,-52.16,0.53,115.03,0.7,2023-04-05
Pop,Columbia,-36.57,0.13,160.39,0.94,2024-05-14
Pop,EMI,-32.13,0.49,80.39,0.34,2022-08-09
Pop,Universal Music,-39.89,0.92,149.61,0.11,2022-09-13
Pop,Sony Music,-41.49,0.61,109.06,0.06,2024-07-03
Pop,Columbia,-51.86,0.86,78.4,0.51,2016-02-05
Pop,Sony Music,-53.17,0.23,197.43,0.31,2017-09-16
Pop,Warner Music,-12.7,0.85,142.51,0.06,2021-04-22
Pop,Columbia,-28.09,0.67,89.23,0.27,2021-06-17
Pop,XL Recordings,-38.55,0.73,187.52,0.76,2025-08-11
Pop,Warner Music,-39.16,0.79,153.28,0.27,2021-07-08
Pop,Columbia,-17.14,0.12,152.31,0.8,2022-03-11
Pop,XL Recordings,-38.64,0.56,197.43,0.52,2020-07-20
Pop,Columbia,-14.36,0.63,198.7,0.15,2020-08-25
Pop,Columbia,-43.2,0.17,162.75,0.45,2017-11-15
Pop,Columbia,-39.61,0.33,87.95,0.17,2024-04-28
Pop,Columbia,-53.28,0.17,197.83,0.81,2017-11-23
Pop,XL Recordings,-8.12,0.11,71.38,0.62,2019-12-18
Pop,Warner Music,-17.58,0.06,185.3,0.63,2022-07-12
Pop,Warner Music,-9.07,0.94,181.44,0.6,2021-02-06
Pop,EMI,-32.84,0.18,175.33,0.92,2019-02-04
Pop,Sony Music,-35.12,0.76,72.05,0.78,2023-11-28
Pop,XL Recordings,-22.22,0.26,111.24,0.53,2016-10-14
Pop,EMI,-20.98,0.54,152.78,0.68,2015-01-14
Pop,Warner Music,-12.12,0.26,104.09,0.58,2020-09-14
Pop,XL Recordings,-8.22,0.98,143.01,0.12,2023-06-07
Pop,Columbia,-33.55,0.66,198.19,0.48,2018-08-22
Pop,Columbia,-9.54,0.16,159.89,0.68,2022-12-25
Pop,Island Records,-47.7,0.15,152.41,0.96,2024-05-11
Pop,Universal Music,-43.87,0.7,163.75,0.32,2016-11-29
Pop,XL Recordings,-33.62,0.71,157.89,0.35,2020-05-27
Pop,XL Recordings,-15.29,0.5,99.52,0.52,2015-11-19
Pop,Warner Music,-23.57,0.16,144.57,0.52,2015-10-20
Pop,Island Records,-4.26,0.79,104.13,0.88,2015-04-25
Pop,Columbia,-2.12,0.7,187.28,0.47,2022-12-26
Pop,Warner Music,-29.9,0.85,113.67,0.8,2023-12-31
Pop,Island Records,-42.31,0.84,158.06,0.7,2017-07-15
Pop,Warner Music,-27.83,0.43,89.61,0.5,2017-12-31
Pop,Sony Music,-28.72,0.16,192.33,0.4,2019-05-21
Pop,EMI,-52.43,0.51,161.25,0.8,2024-06-30
Pop,XL Recordings,-16.41,0.96,198.34,0.13,2025-10-11
Pop,Island Records,-36.63,0.24,142.45,0.44,2020-05-21
Pop,Warner Music,-54.79,0.69,151.52,0.14,2024-11-24
Pop,Columbia,-30.06,0.03,101.49,0.24,2021-03-07
Pop,XL Recordings,-21.67,0.19,144.92,0.97,2016-03-04
Pop,EMI,-3.16,0.82,143.8,0.12,2025-08-15
Pop,EMI,-5.86,0.86,151.97,0.96,2016-01-18
Pop,EMI,-49.01,0.48,152.51,0.59,2025-03-30
Pop,EMI,-18.29,0.39,163.35,0.14,2017-12-05
Pop,EMI,-53.12,0.55,114.04,0.83,2024-02-11
Pop,EMI,-1.31,0.32,73.55,0.94,2024-01-17
Pop,XL Recordings,-28.83,0.72,165.21,0.33,2021-08-20
Pop,Columbia,-47.95,0.92,83.31,0.35,2023-01-27
Pop,Universal Music,-38.96,0.16,181.57,0.57,2025-01-27
Pop,XL Recordings,-26.81,0.22,199.64,0.85,2023-01-18
Pop,Sony Music,-39.37,0.6,100.62,0.33,2015-11-03
Pop,Sony Music,-48.18,0.51,133.5,0.47,2020-05-21
Pop,XL Recordings,-28.19,0.62,192.12,0.62,2024-09-09
Pop,Warner Music,-1.87,0.94,166.21,0.06,2024-08-03
Pop,Universal Music,-2.6,0.05,122.69,0.82,2017-05-28
Pop,Island Records,-54.99,0.9,93.72,0.72,2017-09-30
Pop,Columbia,-2.43,0.39,191.19,0.53,2024-04-09
Pop,XL Recordings,-33.55,0.23,70.98,0.62,2025-12-09
Pop,Island Records,-44.21,0.83,160.92,0.81,2024-12-16
Pop,EMI,-8.98,0.86,105.04,0.95,2023-01-14
Pop,EMI,-51.11,0.91,171.83,0.21,2024-06-25
Pop,Universal Music,-12.71,0.96,150.71,0.3,2016-08-09
Pop,Columbia,-47.15,0.62,196.96,0.45,2024-08-17
Pop,Island Records,-41.63,0.19,180.53,0.98,2020-06-01
Pop,Columbia,-11.03,0.7,184.79,0.4,2022-04-15
Pop,Island Records,-9.2,0.49,166.11,0.42,2025-05-30
Pop,EMI,-41.38,0.07,192.65,0.9,2016-09-29
Pop,Columbia,-21.6,0.94,168.86,0.68,2021-07-10
Pop,Island Records,-34.27,0.3,69.38,0.74,2022-05-15
Pop,Warner Music,-47.25,0.06,117.67,0.29,2025-10-25
Pop,Sony Music,-11.11,0.14,122.16,0.98,2025-04-29
Pop,Universal Music,-37.6,0.67,158.94,0.42,2015-01-05
Pop,Island Records,-15.95,0.8,179.3,0.78,2023-09-25
Pop,Sony Music,-29.16,0.05,187.24,0.32,2020-05-07
Pop,XL Recordings,-37.19,0.85,151.52,0.53,2021-10-10
Pop,Universal Music,-49,0.1,95.84,0.85,2024-05-04
Pop,XL Recordings,-20.38,0.9,147.83,0.8,2018-12-01
Pop,Warner Music,-50.36,0.49,104.96,0.49,2015-03-09
Pop,Universal Music,-26.19,0.45,98.19,0.81,2021-02-14
Pop,Columbia,-1.61,0.04,195.56,0.74,2018-07-30
Pop,Columbia,-51.73,0.11,61.26,0.53,2020-06-04
Pop,Island Records,-51.65,0.97,133.73,0.43,2016-01-03
Pop,Warner Music,-27.05,0.19,157.18,0.31,2023-11-12
Pop,Universal Music,-18.23,0.57,194.76,0.69,2020-10-08
Pop,Sony Music,-9.75,0.4,152.08,0.58,2018-06-28
Pop,XL Recordings,-20.06,0.14,176.7,0.99,2021-07-02
Pop,XL Recordings,-47.48,0.73,181.9,0.51,2021-10-17
Pop,Warner Music,-43.38,0.58,112.12,0.2,2022-04-04
Pop,Sony Music,-24.61,0.86,94.24,0.56,2024-05-17
Pop,XL Recordings,-8.15,0.23,171.02,0.83,2022-09-13
Pop,EMI,-11.16,0.29,193.69,0.35,2025-12-28
Pop,Sony Music,-10.69,0.54,131.52,0.51,2021-03-01
Pop,XL Recordings,-49.83,0.42,158.74,0.34,2015-12-06
Pop,Columbia,-12.86,0.82,168.94,0.67,2025-07-05
Pop,Sony Music,-20.37,0.56,88.89,0.13,2021-11-22
Pop,Sony Music,-6.18,0.26,83.04,0.15,2025-03-23
Pop,Island Records,-13.11,0.69,88.59,0.56,2015-11-21
Pop,Island Records,-39.75,0.37,99.79,0.14,2020-07-11
Pop,Universal Music,-13.85,0.11,188.44,0.07,2024-12-30
Pop,Columbia,-15.23,0.26,102.8,0.75,2019-04-24
Pop,Warner Music,-20.16,0.62,140.56,0.81,2018-03-03
Pop,Island Records,-51.08,0.79,181.43,0.1,2021-08-30
Pop,Universal Music,-37.36,0.86,144.14,0.76,2020-06-11
Pop,XL Recordings,-16.3,0.42,180.43,0.31,2022-07-22
